c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,y
618520,536724,717950,787684,140010,208661,517251,656726,261923,344487,140537,785529,0
922909,244322,214350,912752,770473,427483,518281,754135,477603,666323,809706,97391,0
649680,346532,62420,35083,888237,167843,536059,778110,349950,841453,241502,110500,0
66404,183322,733837,583669,478168,339987,858400,91335,221592,737573,305872,966810,0
254346,680296,249028,820978,277076,523981,340923,396305,155018,982955,642585,45536,0
462126,281190,138968,278005,808561,903598,171503,812694,417162,902241,686303,58143,0
20256,371582,351628,638789,717924,535197,726835,764526,888429,922754,540886,615000,0
235424,728628,925993,633197,152712,298609,739650,809944,255616,831852,208220,458155,0
145806,131722,72618,552023,283486,327579,386535,900096,847975,420369,180221,45474,0
143170,434202,681922,563163,56308,428303,705089,110465,145222,530213,994746,23283,0
962287,932859,216456,916410,512646,995566,557007,290715,421561,962087,329950,469488,0
992353,382746,3618,479351,7738,351857,314835,36461,687107,548910,633436,800858,0
38970,516848,341282,258507,915111,992748,132397,700321,691869,665122,735330,54544,0
108844,569030,741027,831486,71796,663415,104521,223741,43493,664364,748946,766448,0
670380,163050,143674,994490,191308,608923,573963,409945,82585,562067,98882,165636,0
576774,208694,736247,930340,772243,500679,227653,687449,666111,75177,835373,135457,0
332032,705542,569866,508569,44940,422411,561127,105371,590469,20149,444443,799627,0
379822,967387,825029,555549,800573,639165,816948,80301,278319,889172,316097,122861,0
203498,550846,554428,659661,705059,196866,843723,583142,789345,859965,377124,433140,1
662644,632690,698992,263661,694437,822981,876327,541862,662646,897689,199654,355237,0
330158,724148,137430,59849,78351,709244,684234,77758,220498,911139,685849,882455,0
519928,416562,992869,804522,939172,361548,22976,464150,241246,476442,96627,898438,0
881643,23222,331976,85241,798678,421090,464848,729294,171746,443621,215342,856649,0
328036,222836,811695,312459,657813,164420,493722,184772,737177,788414,230144,379965,0
810883,444918,364446,162763,767124,645480,751929,5438,915355,252795,207313,895511,0
122286,618976,411626,280711,921664,695244,793255,711728,150668,850706,62383,608163,0
335170,894475,622220,793576,732466,459342,327930,587326,93449,650620,122942,280466,0
511686,796925,165302,539747,335281,987967,337072,395148,492799,185730,308646,252777,0
226816,537038,896279,520863,965584,618160,738479,445908,375767,555362,905342,555780,0
868783,158274,125692,899154,511957,851181,164790,758393,705733,221760,4243,383635,0
132248,593700,397712,246703,563767,632176,648922,413482,882288,334883,603324,81224,0
933101,37566,495638,65113,371289,449872,590930,651078,945188,812428,952691,892078,0
794855,503560,252252,211091,47079,548356,42750,774501,201091,195385,783562,807133,0
765867,859257,429520,918376,898042,693270,120690,792353,131747,479021,969992,146923,0
773329,400108,632748,287919,301133,852219,570246,289617,576592,227528,886069,736165,0
336750,882589,242772,363409,252461,44778,843475,181055,666746,71262,260106,690109,0
454918,420868,267000,16015,466071,731062,349642,280993,92670,882969,95239,725164,0
812829,537758,655710,800640,971314,951323,919223,817008,879903,675988,913824,14915,0
569334,395634,699986,545739,463937,91184,526598,424261,247382,463347,304620,821051,0
743161,375484,59614,920388,615685,657286,851179,919596,763057,449471,798421,187027,0
973267,809487,332506,326303,430891,346856,133644,718259,134634,245695,978684,982109,0
70376,555412,902505,689583,802500,680576,585386,243303,655276,896588,946760,533921,0
284422,493774,34376,471029,444499,183932,536574,763180,635695,426414,884625,757745,0
131816,87276,803461,890052,26603,366710,59666,331029,972862,432500,969419,172975,0
705700,316450,983927,531859,430479,485812,455564,141739,792664,163260,838692,350150,0
183082,41950,700260,836390,246065,964675,455970,220971,41815,919387,786382,73459,0
319836,904305,587834,499211,302111,91572,581240,800822,759750,958670,63998,118472,0
53486,975921,210862,336201,442655,841749,280098,66263,53227,339677,964173,694737,0
79740,362556,461326,669117,342809,2290,450784,466169,704295,929456,422339,440386,0
475534,804769,47900,223913,830954,812091,519666,968668,421231,342695,16651,851330,0
532636,336722,904791,860854,597437,736547,205453,179466,361398,187254,888913,854371,0
420216,602572,33082,796854,250823,562508,45037,289668,318880,675104,179778,706081,0
182012,660346,810507,78277,575055,821657,748804,185872,227574,683670,494631,597940,0
427830,197344,546394,561157,533373,154350,83829,587376,186182,75534,230067,229783,0
577370,479048,617438,109145,335195,518806,980694,473566,994983,191067,787579,959967,0
825333,66902,715534,393101,496351,708412,666875,988831,463056,137681,960319,828190,0
547116,735377,91960,94291,332263,365296,959072,76944,330352,707781,163547,766813,0
129172,229070,280940,592437,337697,762255,321403,710646,155794,484287,512073,354193,0
491572,147110,460510,94815,530351,239224,193287,76222,795694,802805,340504,150618,0
539014,836041,37294,344931,16569,870517,865050,10826,614163,576868,652848,184451,0
93290,996259,930469,624013,725037,870531,363311,453086,922696,515104,926718,593184,0
25228,435994,924955,977592,369789,58132,829936,160208,837792,434360,847240,583559,0
879163,43238,122262,107017,72969,778407,472667,662454,136259,935710,34686,608838,0
337186,911605,62074,198729,139865,58568,378575,329228,851138,201551,67550,476189,0
291356,321724,620302,334339,498037,731657,335387,661340,679651,305763,494471,410396,0
341222,417596,696510,788242,383147,709034,336539,156648,683451,770568,943984,594169,0
651340,98716,140632,653907,538101,220110,774354,940988,249734,76972,527532,418584,0
105714,239096,301422,426611,707437,506244,257125,869100,872751,688332,174944,364245,0
693812,574960,768167,212181,323639,262946,982206,121241,646112,703674,728623,777401,0
263542,733489,123326,649507,152863,233984,197745,499183,452700,214282,935576,657335,0
12010,963421,355392,308407,412401,82024,674705,14199,611224,90577,474994,374028,0
326658,668810,107890,199049,77649,146042,892842,730825,158794,525991,269280,142987,0
652952,306442,826327,110315,61001,832335,780238,250133,816857,930130,925200,394626,0
343960,871509,912629,160767,59919,467076,239747,650599,959551,647071,650065,779006,0
120632,123818,745301,628507,286861,307836,575809,879150,441579,608816,584980,790079,0
173104,560128,632188,674657,517445,861527,897322,474341,270593,801681,984691,629871,0
232090,580158,554060,722449,272109,854537,808098,651879,764048,391990,782450,852079,0
444110,911961,983307,125533,48951,269616,590345,352383,714197,776579,629121,576029,0
932965,989637,769595,544195,847520,345142,667621,318007,874580,12911,927839,700494,0
164094,437706,555412,249119,811460,26990,981180,576627,719353,873488,532416,242469,0
78178,347288,333244,465743,771384,36502,527527,370689,817902,406329,840874,549348,0
791417,985435,878599,995482,802336,102716,910198,275471,540017,665939,940740,868308,0
833723,664928,876715,976798,880404,182893,850031,118042,718370,676574,572730,262942,0
338728,265762,52906,686303,386831,993924,32770,948347,52134,734645,457684,96479,0
986085,447650,648178,227089,547999,658717,893409,760971,527350,506782,480879,555806,0
35132,254606,39504,234297,25217,799254,178622,211356,291552,238966,452801,992174,0
518702,451104,853951,229393,488583,153715,453406,322230,209708,866354,309154,685218,0
746847,727088,550626,326797,980230,723335,998727,196410,684896,695245,288364,719827,0
543592,19556,444674,454109,761908,696507,942745,518498,245552,768740,722561,768791,0
789531,839913,439828,881144,559287,525007,971153,842241,508988,925998,415523,131597,0
850689,82412,657246,233247,716015,424541,743365,29576,891234,483144,508100,528414,0
413010,594816,817221,235103,747190,587345,449040,247392,751382,766551,422416,317965,0
985171,308824,533506,280453,338635,624487,24120,450528,782134,318032,904056,58300,0
148474,837579,886335,585331,439383,995808,567328,498734,216791,77096,886118,366783,0
235950,372450,416430,288385,443733,823990,774481,148218,408457,52175,845499,110518,0
114444,484974,380204,555825,408123,45793,644416,144028,210709,316659,599496,681571,0
84226,359880,122254,679417,528589,173023,965963,787399,315125,890428,862348,498858,0
757855,175842,791163,175955,239561,457691,392278,57542,122243,843454,26967,174807,0
471628,447454,735765,88391,119477,707835,514276,631967,74202,642752,167864,878679,0
724538,115374,767569,737550,934160,508995,312938,917992,398188,188374,310698,809096,0
346666,576930,830791,550889,618803,568525,505652,570377,830921,145498,550669,76044,0
381638,382982,112886,715743,11675,994084,688582,315821,129968,230454,276531,695831,0
995697,475006,324390,910060,660341,680551,39876,919278,12832,299351,374864,410516,0
436526,253590,412268,997272,513461,224193,755895,521717,362002,168849,220180,941914,0
717520,387860,360076,916810,529431,318021,535626,769216,163146,982610,903178,111236,0
262376,368642,877895,162203,995762,155685,157374,364487,505450,161649,669285,949018,0
248974,591494,70078,670289,167451,314763,564040,23161,953280,636160,414644,797419,0
874595,437416,773805,454673,327181,289037,773231,407745,841632,98592,102388,916604,0
157156,671062,703116,548231,100093,655519,665402,730755,850648,31270,966630,123878,0
464726,724214,838247,183467,24297,676729,883217,322239,367511,967531,226831,691749,0
223192,629122,45450,190751,679357,380977,377394,707375,70479,737978,922393,677310,0
777575,983389,485688,597403,792820,532011,127712,281389,863060,900934,272854,624583,0
562474,309990,102874,327705,390633,537553,729736,191089,246469,350163,141029,166566,0
727674,972069,3260,418209,99935,826842,72152,851796,962792,252671,127473,650331,0
233608,461644,307152,20093,963436,398565,984650,869351,841727,955881,258966,56482,0
207038,179546,606154,660361,813364,694445,715131,386374,583496,511274,170722,574261,0
702348,517680,557898,974232,359745,259787,327999,788511,748125,229326,735448,305608,0
549336,175410,875327,670395,608717,242095,868834,753973,81004,305858,453393,72721,0
479780,363740,2174,996858,981790,697685,191057,236108,588194,302303,750261,591294,0
706680,411650,338214,342565,686145,816454,661315,914749,767047,983598,134208,338117,0
817541,149404,710906,478881,49761,883774,758910,593902,327228,912556,937014,592724,0
854177,949275,522984,621121,121839,725333,163483,22466,52190,177691,428789,203543,0
454550,809863,411840,403081,804714,925262,261533,926231,894418,855975,81276,835133,0
391580,994029,26728,477271,680025,599769,376647,858333,386853,239582,392588,735516,0
645296,300972,920293,448587,946708,556291,987866,379136,795002,445012,176337,131114,0
522366,907865,588094,894924,788568,511661,257017,256026,727629,687788,913182,470487,0
858723,513362,265672,204101,449671,745332,593647,445382,891722,794260,503160,901937,0
449000,845473,515682,781640,744906,634703,958598,269576,539531,594945,109472,425231,0
833947,520664,815021,941450,622767,124311,71925,844733,514751,753346,584555,642926,0
765559,825647,219130,240267,489537,32647,291403,3834,947464,596559,259095,980860,0
373284,603210,124122,994760,809032,942454,838192,436151,585460,941827,546312,272918,0
555328,253008,819771,880066,534429,520197,494803,169995,241000,980215,82632,934244,0
979757,896663,456320,962392,607803,538871,566517,369999,990909,374148,584147,799349,0
506842,147144,546718,339683,595293,920668,47425,609557,514692,513974,678203,241253,0
640092,961509,308146,466613,895986,17583,367253,570323,88698,173271,716504,83994,0
902249,394822,933893,896856,908628,904708,55625,106697,458202,898218,198516,509057,0
867491,28432,389898,320135,822928,944130,52129,899704,869049,963818,150585,3762,0
321756,706516,296516,834006,979230,565485,36503,345759,219618,635183,864610,256711,0
117152,204894,266644,53169,766696,396685,491571,81159,217125,841315,151070,741927,0
648120,862327,534824,369241,326365,462459,229669,973018,385729,757281,666700,866822,0
300120,64390,808367,811700,248367,784818,848742,50381,467965,114052,615911,840677,0
473872,938913,99034,348805,738500,764084,383087,348859,739190,786297,13019,631783,0
904121,409182,288396,332749,2231,95489,544903,434807,137377,87397,980699,135488,0
582982,692232,555910,141725,962798,648861,151235,405821,252385,455471,910363,268313,0
523136,524140,19468,689789,318709,466213,314415,801448,993768,405281,171957,492342,0
904977,666356,903753,132777,800394,718665,817196,414603,251319,290589,462251,182757,0
597304,14892,982374,595002,70126,643672,290854,660666,183084,114682,95208,380960,0
28376,7740,348693,918081,206502,325870,603094,648118,96096,7166,681534,572841,1
516748,445520,950804,631454,329458,600090,442980,617658,198308,31868,33179,704912,1
259156,634278,428143,212612,667406,838967,380850,874499,897059,602280,154759,536505,0
175274,438228,561679,170462,269022,819249,357572,319240,628956,369649,98608,211638,1
699626,849037,736864,305554,920819,668356,809045,127568,98450,85971,99640,665069,0
37800,310634,185695,554078,653924,393878,42818,543054,854557,790028,988830,316238,0
713904,487326,24305,528026,98586,677552,5038,92518,603344,120379,793602,887902,0
794121,201004,523377,529402,663488,851679,679040,801419,252877,463294,164024,729630,1
102180,135422,46689,687148,141938,992521,523552,179998,178279,831925,2980,244213,0
468122,442882,684097,855445,775731,153632,991269,971939,565305,482812,439899,618420,0
871977,560934,755278,686816,392898,697582,154774,869369,633723,846095,57573,960202,0
308778,158392,807838,920203,713142,823877,174888,782093,126773,704857,142662,868481,0
90866,451418,410181,757193,762463,686646,251962,285020,859768,259815,354004,942128,0
839179,422212,77091,656094,694452,339728,493066,626558,910128,693983,103553,227786,0
974945,63588,525435,100242,745019,126154,774393,961047,696327,803828,706679,795088,0
863945,612688,451403,570888,229822,481948,44840,309943,3950,156146,846879,215180,1
55972,343324,178275,242950,735317,262760,226140,369559,936557,519978,838615,495685,0
328414,638658,610605,176788,882813,779237,938741,990918,464620,136986,557821,850887,0
54324,100818,876120,47174,434260,16454,92646,985980,513616,440,479791,328285,0
